seriesuid,coordX,coordY,coordZ,diameter_mm,probability
3879577,220,146,97,11,5.12503629579e-06
3951246,201,208,133,9,3.10240102408e-05
3951246,285,230,138,9,4.56787911252e-18
3951246,288,218,133,9,1.92721745407e-06
3951246,205,201,42,18,0.000276845414191
3951246,118,320,182,9,0.0
3974227,345,364,34,9,0.000302513042698
3974227,145,276,109,9,9.53951544494e-13
3983578,299,366,99,19,0.0
3986111,214,374,21,10,0.0
3986111,190,300,169,9,8.48842228152e-06
3986111,186,418,57,24,0.0
3986111,242,322,110,10,1.06337594979e-12
3986111,280,320,105,10,6.65418232843e-28
3986111,261,90,76,35,0.0153892822564
3986111,373,148,104,8,2.12225366402e-32
3986727,253,189,101,9,2.95841712239e-10
3986727,289,152,113,9,2.7096953289e-14
3990677,325,296,98,11,0.365319490433
3990677,164,310,100,11,0.00261526694521
3990677,234,98,77,28,7.856977291e-10
3990677,148,367,44,24,0.00134893367067
3990677,181,440,57,16,0.00100167992059
3990677,190,196,137,9,0.000216898843064
3992839,337,288,112,9,3.33117311513e-09
4006226,376,150,89,25,1.04784144996e-33
4006226,254,174,133,9,1.76774239691e-09
4012131,254,206,136,9,5.2093899285e-05
4016984,134,288,121,9,8.34815941971e-20
4016984,318,256,97,9,2.10739599424e-05
4019393,282,164,106,9,3.61118131382e-22
4019393,241,266,104,10,0.00377148971893
4024967,263,278,102,18,0.000169129416463
4031015,350,306,116,10,0.394429177046
4031015,416,268,30,11,1.83200099855e-05
4031015,196,180,129,10,2.84439830088e-14
4031015,382,361,101,9,0.000272640783805
4031015,201,300,105,17,0.419493287802
4034391,392,389,18,10,0.00011206491763
4034391,204,197,128,9,8.75358693975e-07
4034391,328,434,107,20,0.0
4035923,313,177,130,10,0.000143329947605
4035923,202,276,128,10,0.00139939505607
4035923,158,250,77,28,5.60399541882e-07
4035923,290,341,121,9,3.55029510501e-06
4035923,306,174,140,10,4.09997007226e-16
4035923,241,110,69,34,1.30317742708e-10
4035923,189,186,136,9,2.63241672904e-09
4035923,361,427,60,21,0.0
4035923,153,277,14,23,3.92857473344e-05
4036432,246,433,69,23,2.9795012324e-07
4036432,168,320,166,8,3.59691686158e-11
4039067,108,298,46,9,1.98514590011e-06
4039067,160,410,29,18,8.29888631415e-06
4039067,209,98,57,28,3.8720307308e-22
4039067,237,214,129,10,3.08169728669e-05
4046080,243,249,37,17,0.000249292410444
4046080,229,174,40,22,0.000275695172604
4046080,261,300,109,9,7.4816278226e-24
4046080,184,294,125,9,0.00647555012256
4046080,293,285,117,11,2.01157733523e-34
4046080,345,300,125,8,5.91648625908e-18
4050013,297,133,86,9,5.37465098205e-07
4050013,208,184,137,10,0.00031438699807
4050013,160,342,102,10,1.83631190254e-08
4062455,314,398,25,10,0.0
4062455,382,174,68,10,1.34000612256e-13
4062455,333,264,18,21,0.00357758323662
4062455,206,242,112,10,1.60032359418e-05
4062455,360,252,68,9,0.0
4062455,206,269,34,21,0.00150704302359
4073013,206,200,134,9,2.41993469707e-09
4073013,213,202,144,9,6.77917895956e-16
4073013,216,269,116,9,2.88392657239e-05
4081167,286,400,100,22,2.03408836541e-13
4081167,228,196,124,9,3.10568709421e-13
4081167,160,310,56,27,0.000368544482626
4081167,208,275,16,22,6.8502195063e-05
4091021,345,216,106,9,2.4397027687e-07
4091021,322,161,129,9,2.76859782389e-06
4091021,184,244,116,9,6.38982157852e-07
4091021,237,276,106,22,0.000285573187284
4091021,249,174,125,9,0.000164639932336
4091021,73,282,65,28,0.00016316647816
4091021,304,282,37,26,8.56231781654e-05
4091021,234,265,125,11,0.998480141163
4091021,265,269,95,23,0.000327630201355
4091021,261,108,76,8,1.89465769462e-11
4091021,326,161,110,10,1.31548158606e-05
4091021,178,166,130,10,2.44277363094e-13
4091021,185,284,36,22,0.10004325211
4091021,249,148,128,9,4.27476288678e-06
4091021,300,220,77,18,2.10095104562e-14
4091021,249,209,128,9,0.000125643375213
4101024,356,249,32,21,4.37110287521e-07
4101024,210,181,149,10,7.82805363997e-06
4101024,263,180,144,19,0.000636428303551
4102239,217,257,132,10,0.00342128286138
4102239,310,169,148,9,3.02330499835e-06
4102239,340,306,133,9,0.000512190978043
4102239,250,297,122,10,0.5
4111246,205,169,141,10,1.22356104839e-05
4111246,150,233,129,9,0.482348382473
4111246,432,282,65,10,0.000577143451665
4111246,273,34,57,31,0.00270612468012
4111246,220,264,101,9,0.5
4139785,182,300,114,9,0.000902515777852
4149335,237,285,109,11,7.11831930494e-18
4149335,290,296,132,9,2.60137568375e-07
4149335,206,173,138,9,8.0796941403e-14
4149335,174,141,86,9,2.44222194551e-11
4149335,194,174,129,10,7.8386687142e-18
4149335,180,298,120,10,1.68836959347e-05
4149335,252,341,133,9,7.59409957141e-09
4149335,200,329,116,9,3.38688566082e-09
4149335,292,133,92,9,1.40159090734e-05
4149335,221,373,37,27,5.92539036006e-05
4159286,273,281,80,11,2.16013390286e-07
4159286,253,224,118,9,2.95728259516e-05
4159286,300,293,81,9,4.23469505989e-12
4163946,261,156,134,10,1.35453035455e-06
4163946,444,264,58,8,3.39540674324e-15
4163946,181,440,81,10,0.0
4163946,442,249,54,17,0.0
4171396,296,184,129,10,6.6463217081e-05
4171396,200,193,130,10,4.24918016506e-06
4171396,364,317,93,9,1.0883811471e-20
4171396,271,201,40,22,6.67941594656e-06
4171396,245,229,44,24,3.6414796341e-05
4186291,300,431,59,19,1.19095133755e-09
4186291,325,306,109,10,7.44636138935e-36
4209018,242,206,128,8,0.000313139287755
4209018,232,178,192,9,1.56760579557e-05
4219498,205,184,148,10,0.000221806840273
4219498,344,150,100,9,0.000259148364421
4219498,266,442,144,10,3.52619940713e-06
4231205,246,273,92,9,1.49580597474e-13
4231205,312,189,124,9,7.82979098224e-11
4231205,229,177,125,9,2.37996466979e-09
4231205,145,241,65,11,0.0
4231205,260,430,122,10,2.43430942764e-16
4238103,316,172,122,9,8.32655700833e-07
4238103,162,293,53,31,0.0181931685656
4238367,201,236,130,11,5.26081603311e-05
4238367,293,269,133,11,0.00063792738365
4238367,212,270,37,24,0.0263288449496
4238367,309,240,134,11,0.726518809795
4238367,164,331,26,19,9.33380280835e-30
4238367,324,165,140,9,2.8212443226e-07
4238367,365,117,89,27,4.18552730252e-08
4238367,193,248,100,9,0.000104151928099
4249928,265,197,153,20,5.68701752357e-11
4249928,206,189,149,9,9.7045696748e-05
4249928,475,114,269,19,0.0
4249928,261,210,134,8,7.43134445988e-15
4268108,301,210,134,8,0.5
4268108,253,230,125,9,2.16940279074e-08
4268108,266,77,81,39,0.000505605945364
4268108,250,260,96,9,1.81760078704e-05
4268329,205,200,148,11,0.0490510910749
4268329,302,293,91,23,0.00569054251537
4268329,317,190,145,9,0.00239019119181
4268329,270,313,106,9,3.67970805803e-15
4268329,262,206,146,22,0.000649005989544
4268329,211,417,42,23,3.72243906277e-33
4268329,150,302,76,28,2.40930986273e-09
4268329,400,290,56,19,4.29697905702e-07
4281324,266,204,130,10,1.02632782273e-06
4281324,216,248,26,9,5.2914772823e-05
4281324,269,397,129,9,1.00374336398e-06
4301153,302,217,57,10,7.57494774462e-07
4301153,350,333,98,9,2.74032172456e-05
4301153,314,142,93,9,4.57403160681e-07
4301153,288,296,88,10,2.02536557481e-06
4301153,221,134,94,10,0.00479640532285
4301153,268,284,145,8,0.5
4302328,273,296,118,9,1.51218815247e-10
4302328,368,293,54,23,6.26768593826e-15
4302328,218,378,99,23,0.0
4302328,249,218,137,9,4.35967180325e-15
4305639,216,174,141,9,8.94049007911e-05
4305639,325,170,130,10,0.00963313691318
4305639,266,212,134,9,2.94564943033e-05
4305639,253,248,73,9,1.11701842798e-06
4316867,264,93,129,9,3.11088377281e-11
4316867,272,90,72,23,1.9392624381e-05
4321785,197,218,86,9,0.000292596872896
4321785,207,373,40,10,2.81355658454e-17
4321785,252,262,101,10,0.763725042343
4321785,129,240,82,11,0.0
4321785,301,175,19,18,1.86197758012e-05
4321785,250,106,53,30,4.01755605708e-05
4321785,280,301,97,10,8.77774762598e-12
4324836,180,304,108,9,3.6670229747e-05
4324836,329,251,30,20,0.00948545336723
4324836,110,261,68,10,0.0
4340327,333,272,21,21,0.000301571097225
4340327,261,240,134,10,3.0985706622e-12
4340327,268,349,124,8,9.00216653985e-20
4347535,237,204,73,9,8.66903250574e-12
4347535,288,222,20,11,0.0
4347535,266,312,129,8,0.000126713610371
4347535,329,271,50,20,0.00210293964483
4381514,292,190,128,10,5.35123456658e-09
4381514,210,192,128,9,1.16866329947e-08
4381514,196,204,117,9,3.0030319067e-06
4403238,180,133,72,9,0.000136350354296
4403238,189,431,72,22,0.0055470042862
4405305,305,184,136,9,0.000490275386255
4405305,208,182,133,9,1.37438478376e-08
4405305,238,272,105,8,9.85254761437e-17
4405305,145,332,120,9,6.90291869887e-07
4407170,186,316,32,10,7.39152892493e-05
4407170,212,421,189,10,0.00564013561234
4407170,262,317,101,9,4.18918574496e-07
4407170,245,230,122,10,2.42079067903e-07
4415516,286,289,90,9,5.49517191733e-13
4415516,200,154,80,10,2.18566037802e-05
4446804,329,130,100,9,9.77680610958e-05
4446804,316,264,322,10,5.72175848368e-11
4446804,293,225,54,11,1.83749648386e-06
4446804,252,329,265,8,3.74699649086e-09
4446804,127,237,93,16,2.56722743076e-35
4453781,200,172,120,9,3.60876237747e-12
4453781,196,238,72,9,2.57040010183e-05
4453781,180,150,74,10,1.80996494237e-07
4453781,125,156,85,9,1.29386573596e-20
4468876,270,320,90,9,1.71576061057e-14
4468876,201,185,122,9,1.01244006601e-06
4468876,305,188,118,10,4.84273421364e-09
4468876,170,172,72,9,0.00358274113387
4468876,318,185,104,9,3.60870426534e-21
4468876,165,402,42,25,0.0
4468876,273,224,21,10,3.34526012011e-05
4472037,213,248,112,10,4.82354347436e-12
4472037,213,309,96,9,1.70779195751e-24
4472037,345,314,121,9,3.75560593966e-05
4472037,215,416,58,23,1.64521549872e-30
4472037,292,281,96,9,0.00194502633531
4481053,292,218,65,10,1.7370075156e-08
4481053,308,403,14,20,0.000183200201718
4481053,329,137,82,11,2.26732396746e-10
4481053,282,289,105,9,1.24641444128e-17
4481053,336,342,124,9,1.00183058294e-06
4484231,178,394,21,29,0.00195386982523
4491273,241,105,117,10,0.00275912159123
4491273,198,174,154,9,0.000250417069765
4491273,193,120,113,9,0.5
4491273,181,368,148,9,1.12631362015e-07
4491273,154,322,184,9,8.6748201511e-07
4491273,156,202,197,11,0.00114161253441
4502780,298,233,74,10,3.28860723375e-11
4502780,200,258,96,9,1.28124493131e-05
4502780,233,106,76,23,0.137747094035
4502780,324,328,89,9,4.45683247252e-11
4502780,253,289,92,10,1.13955675261e-05
4507077,390,209,30,10,2.40163422482e-09
4507077,150,283,75,19,7.99458610423e-10
4507077,281,272,104,19,0.00718436064199
4539865,349,334,137,11,0.194474235177
4539865,330,337,104,9,8.19215628667e-09
4539865,181,423,85,27,0.00711477268487
4539865,172,308,92,10,1.2019456337e-21
4539865,204,292,98,9,1.57376980496e-05
4539865,366,241,68,10,1.32193953601e-27
4544458,197,117,118,25,0.000119912954688
4544458,133,261,53,9,2.76144277394e-14
4544458,209,293,130,10,9.92975707627e-15
4559487,254,220,132,9,3.68149399854e-10
4559487,322,176,130,9,0.00481810467318
4559487,234,86,93,34,4.09778522226e-06
4559487,197,317,110,8,0.000407780811656
4561217,312,162,106,11,0.00026830038405
4561217,193,161,105,9,0.000436074478785
4561217,327,302,103,18,0.516020536423
4561217,378,265,18,8,0.000155307367095
4561217,385,192,80,9,2.9391218348e-09
4561217,177,301,97,16,0.470955938101
4564414,181,322,109,9,4.65910306957e-06
4596986,205,170,142,9,0.000376774318283
4596986,301,348,225,9,1.48958565595e-16
4608526,201,260,113,9,6.64921244606e-05
4608526,310,370,33,9,4.19208619866e-27
4608526,293,402,14,11,1.35802830819e-23
4608526,110,290,37,9,2.37311314777e-06
4608755,149,283,41,28,0.000220309942961
4613369,282,300,93,9,0.000465533783427
4613369,238,269,74,9,2.19218475361e-19
4613369,257,221,118,8,1.21070320436e-09
4613369,192,246,128,9,2.08633207932e-10
4613369,328,200,85,8,6.23411011702e-08
4616054,261,310,124,8,8.88114968234e-08
4616054,180,350,24,18,3.04608421819e-12
4616054,277,424,20,23,1.44151200986e-14
4643210,296,298,122,11,6.17471584974e-07
4643210,332,197,128,10,0.0268331319094
4643210,267,309,129,9,5.91233060732e-07
4643385,309,184,118,9,0.000874821795151
4643385,204,252,101,9,8.11719582998e-05
4643385,288,289,92,10,1.82228791346e-06
4643385,337,330,98,8,0.000618473161012
4672550,240,217,141,9,3.03814999825e-07
4672550,286,164,145,9,6.03760860751e-11
4672550,370,264,57,19,2.21115169552e-05
4672550,180,439,83,20,3.10953005752e-38
4885228,205,168,132,10,2.78239006621e-25
4885228,282,287,112,50,0.5
4885228,298,161,130,9,1.22866006258e-09
4885228,165,365,15,20,0.00961500778794
4894393,197,210,144,10,6.63162209094e-05
4910133,364,288,34,9,0.00101592065766
4910133,212,296,17,9,1.92438207591e-07
4910133,210,200,145,10,3.22759456139e-06
4910133,285,204,146,9,1.34466108648e-06
4910133,252,310,113,9,3.59480026191e-07
4910133,370,285,45,9,0.000104215316242
4910133,169,321,112,10,4.51676169178e-06
4937195,239,107,85,22,2.20110541704e-05
4937195,300,177,129,8,4.26113529945e-22
4937195,355,398,57,19,0.0
4971261,242,257,120,11,0.5
4971261,260,169,68,9,7.39308527592e-12
4971261,290,178,148,8,1.09028419626e-09
4971261,346,120,101,9,5.58251485927e-07
4971261,155,301,112,16,0.491593569517
833844,201,177,112,9,0.00390315661207
833844,243,123,45,23,0.000407343002735
833844,236,322,96,10,4.23896923769e-16
833844,220,386,16,9,1.26305202733e-13
833844,272,322,93,8,2.37602427629e-23
89848,253,212,128,8,1.90968506786e-07
89848,249,308,100,12,0.0321574434638
89848,314,185,129,9,4.10559223383e-05
89848,282,297,116,9,4.76680028783e-09
89848,168,321,120,9,1.41585243529e-09
